RAND,EmployeeID,GRADE,GENDER,FUNCTION,OC_RATE,PERFORM,Y_GRADE,AGE,Y_SERVIC,Nationality,Rank2
0.829824,399,1,Male,Sales & Marketing,1,2,1,56,7,Germany,128
0.254453,400,1,Male,Operations,1,1,5,45,0,Germany,474
0.748019,401,1,Female,Operations,1,3,1,51,4,Germany,149
0.130778,402,2,Female,Operations,0.8,2,3,30,0,Switzerland,251
0.195682,403,1,Male,Sales & Marketing,1,3,5,25,7,France,469
0.950858,404,6,Male,Strategy,1,2,3,33,4,France,296
0.903241,405,6,Male,Strategy,1,3,1,39,8,Switzerland,123
0.886509,406,4,Male,Operations,1,3,2,40,3,France,200
0.578099,407,5,Male,Internal Services,1,2,1,46,5,Germany,150
0.98593,408,2,Male,Sales & Marketing,1,2,3,47,1,Switzerland,316
0.593241,409,1,Female,Sales & Marketing,1,2,4,52,8,Switzerland,429
0.566267,410,2,Male,Sales & Marketing,1,3,2,50,0,Switzerland,164
0.749336,411,3,Female,Operations,1,2,9,28,0,Netherlands,499
0.482781,412,2,Female,Operations,1,2,0,30,7,France,27
0.479095,413,5,Male,Internal Services,1,2,5,47,7,Germany,483
0.099253,414,2,Female,Operations,0.8,2,1,46,5,Germany,80
0.183405,415,1,Male,Sales & Marketing,1,2,3,52,9,Italy,313
0.61817,416,4,Male,Strategy,1,2,5,35,8,Switzerland,467
0.785686,417,4,Male,Operations,1,2,0,32,1,Switzerland,30
0.09334,418,2,Female,Sales & Marketing,0.7,3,1,33,2,Switzerland,135
0.132311,419,1,Male,Sales & Marketing,1,2,0,57,7,Switzerland,35
0.658129,420,2,Female,Operations,0.5,2,2,37,6,Germany,189
0.414957,421,6,Male,Strategy,1,3,5,46,5,France,476
0.517466,422,1,Male,Operations,1,2,0,42,1,Switzerland,7
0.865465,423,1,Male,Operations,1,2,1,39,6,Germany,70
0.860201,424,1,Female,Operations,1,2,2,56,0,Switzerland,227
0.790068,425,6,Male,Strategy,1,2,3,44,9,Germany,333
0.764335,426,1,Male,Sales & Marketing,1,3,0,38,3,Italy,33
0.092924,427,6,Male,Strategy,1,2,2,36,0,Germany,240
0.214578,428,2,Male,Finance,1,3,3,37,8,Switzerland,392
0.814214,429,4,Male,Operations,1,2,3,39,7,United Kingdom,286
0.234505,430,2,Male,Sales & Marketing,1,3,0,36,4,Switzerland,42
0.291361,431,3,Male,Operations,1,2,2,32,2,Switzerland,188
0.281374,432,1,Male,Operations,1,2,4,57,7,France,422
0.759674,433,5,Male,Operations,1,1,4,35,1,Switzerland,436
0.381148,434,3,Male,Internal Services,1,2,1,47,0,Germany,83
0.712765,435,4,Female,HR,1,4,3,29,9,Switzerland,259
0.797176,436,1,Male,Operations,1,2,2,56,2,France,203
0.076889,437,3,Male,Internal Services,1,2,2,40,5,France,217
0.721994,438,5,Male,Operations,1,3,3,37,9,France,357
0.726797,439,1,Female,Internal Services,1,2,4,58,9,Switzerland,426
0.0484,440,4,Male,Internal Services,1,2,3,29,4,Italy,284
0.701196,441,1,Female,Sales & Marketing,1,3,4,39,0,France,427
0.168092,442,3,Female,Operations,1,2,3,60,9,Germany,348
0.727426,443,1,Male,Operations,1,3,0,36,7,France,19
0.833313,444,2,Male,Sales & Marketing,1,2,3,30,5,Switzerland,257
0.549392,445,3,Male,Internal Services,1,2,1,52,8,Switzerland,99
0.211224,446,5,Male,Sales & Marketing,1,2,3,36,7,Switzerland,394
0.543088,447,1,Female,Sales & Marketing,1,2,4,45,9,Switzerland,449
0.995115,448,4,Male,Operations,1,2,2,39,5,Switzerland,167
0.141299,449,1,Male,Operations,1,2,1,53,4,Switzerland,95
0.426017,450,2,Male,Operations,1,2,3,32,7,Switzerland,398
0.720444,451,2,Male,Sales & Marketing,1,2,1,34,1,France,60
0.786798,452,1,Female,Operations,1,2,3,32,6,Belgium,247
0.340411,453,5,Male,Sales & Marketing,1,2,3,33,8,Switzerland,324
0.03355,454,3,Male,Operations,1,2,3,46,4,Switzerland,371
0.455143,455,6,Female,Sales & Marketing,1,2,3,43,3,France,395
0.507756,456,2,Male,Internal Services,1,2,2,35,7,Netherlands,190
0.535688,457,3,Male,Operations,1,2,6,51,7,Switzerland,487
0.478325,458,4,Female,Sales & Marketing,1,2,4,29,9,Switzerland,444
0.270968,459,1,Female,Internal Services,0.8,4,3,37,9,Switzerland,290
0.40806,460,3,Male,Sales & Marketing,1,2,4,45,5,Switzerland,432
0.92951,461,1,Male,Operations,1,2,3,39,9,Switzerland,303
0.193024,462,4,Male,Operations,1,2,4,29,4,Switzerland,454
0.924481,463,1,Female,Operations,1,2,2,44,6,France,174
0.294399,464,1,Male,Sales & Marketing,1,3,1,38,1,France,121
0.266966,465,4,Male,Sales & Marketing,1,2,2,36,6,Switzerland,225
0.347223,466,1,Female,Sales & Marketing,0.8,3,4,59,9,Switzerland,441
0.814188,467,6,Male,Strategy,1,2,0,51,5,Germany,26
0.055405,468,6,Male,Strategy,1,2,1,33,7,Switzerland,57
0.119411,469,1,Male,Sales & Marketing,1,2,2,33,3,France,178
0.486791,470,1,Female,Operations,1,2,1,48,1,Germany,151
0.605126,471,1,Male,Internal Services,1,3,1,31,5,France,88
0.757767,472,1,Male,Internal Services,1,2,2,25,5,Switzerland,192
0.000743,473,3,Female,Operations,1,2,3,51,1,Switzerland,298
0.835511,474,3,Male,Sales & Marketing,1,3,2,38,7,Switzerland,191
0.643313,475,1,Female,Sales & Marketing,0.7,3,2,50,6,France,210
0.43435,476,1,Male,Operations,1,2,3,42,3,Germany,254
0.502877,477,5,Female,Internal Services,1,3,3,34,6,Portugal,376
0.752103,478,1,Female,Operations,1,3,3,40,0,Switzerland,411
0.306783,479,1,Male,Operations,1,3,2,44,7,Switzerland,223
0.105329,480,4,Male,Sales & Marketing,1,2,2,38,0,Switzerland,234
0.400597,481,4,Male,Internal Services,1,2,3,53,4,Italy,304
0.101781,482,4,Male,Operations,1,3,4,48,9,Switzerland,442
0.035373,483,1,Female,Operations,0.5,2,1,57,2,Italy,143
0.379402,484,6,Male,Strategy,1,3,3,39,0,Japan,261
0.156167,485,3,Male,Operations,1,2,3,57,7,Germany,280
0.120217,486,1,Male,Operations,1,2,1,47,3,Germany,63
0.731304,487,3,Female,Internal Services,1,2,2,47,5,Switzerland,198
0.828821,488,1,Male,Sales & Marketing,1,3,1,40,1,Switzerland,156
0.767809,489,3,Male,Operations,1,2,1,47,0,Switzerland,152
0.959704,490,4,Male,Finance,1,1,1,31,0,Switzerland,141
0.524798,491,2,Male,Internal Services,1,2,5,51,0,United Kingdom,485
0.160433,492,5,Male,Sales & Marketing,1,3,3,42,8,Switzerland,373
0.412558,493,4,Male,Sales & Marketing,1,1,3,32,4,France,368
0.868161,494,1,Male,Sales & Marketing,1,2,3,33,8,Sweden,342
0.133062,495,1,Female,Operations,1,3,3,45,5,Switzerland,380
0.199467,496,1,Male,Sales & Marketing,1,2,3,39,3,Germany,281
0.354603,497,2,Female,Operations,0.9,4,3,50,9,Austria,366
0.73022,498,1,Male,Sales & Marketing,1,2,2,38,9,Canada,216
0.509846,499,4,Male,Finance,1,2,1,42,4,Spain,145
0.323106,500,4,Male,Operations,1,2,3,43,9,Switzerland,354
